Admitidos.Desligados,Competкncia.Declarada,Municнpio,Ano.Declarado,CBO.2002.Ocupaзгo,CNAE.1.0.Classe,CNAE.2.0.Classe,CNAE.2.0.Subclas,Faixa.Empr.Inнcio.Jan,Grau.Instruзгo,Qtd.Hora.Contrat,IBGE.Subsetor,Idade,Ind.Aprendiz,Ind.Portador.Defic,Raзa.Cor,Salбrio.Mensal,Saldo.Mov,Sexo,Tempo.Emprego,Tipo.Estab,Tipo.Defic,Tipo.Mov.Desagregado,UF,Bairros.SP,Bairros.Fortaleza,Bairros.RJ,Distritos.SP,Regiхes.Adm.DF,Mesorregiгo,Microrregiгo,Regiгo.Adm.RJ,Regiгo.Adm.SP,Regiгo.Corede,Regiгo.Corede.04,Regiгo.Gov.SP,Regiгo.Senac.PR,Regiгo.Senai.PR,Regiгo.Senai.SP,Sub.Regiгo.Senai.PR,Ind.Trab.Parcial,Ind.Trab.Intermitente
1,201708,320530,2017,251110,74993,74901,7490199,5,9,44,19,25,0,0,9,2625,1,1,0,1,0,2,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
1,201708,330455,2017,251110,55212,56112,5611201,3,9,44,21,21,0,0,2,1002,1,2,0,1,0,2,33,{с c,{с c,180,{с c,0,3306,33018,10,999,{с,99,999,99,{с,999,99,,
2,201708,330455,2017,251110,74705,81290,8129000,4,9,44,21,37,0,0,8,7991,-1,2,27,1,0,4,33,{с c,{с c,{с c,{с c,0,3306,33018,{с,999,{с,99,999,99,{с,999,99,,
2,201708,330455,2017,251110,92525,91023,9102301,3,9,40,21,40,0,0,8,3042,-1,2,39,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201708,351300,2017,251110,31992,27902,2790299,1,9,44,5,37,0,0,2,7781,-1,1,32,1,0,6,35,9999,{с c,{с c,9999,0,3515,35060,{с,13,{с,99,1,99,{с,31,99,,
2,201708,355030,2017,251110,74209,71120,7112000,5,9,40,19,42,0,0,2,6987,-1,2,45,1,0,4,35,1413,{с c,{с c,26,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201708,355240,2017,251110,15849,10945,1094500,8,9,44,13,32,0,0,2,2734,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3507,35032,{с,4,{с,99,15,99,{с,9,99,,
1,201708,355030,2017,251110,73202,72207,7220700,3,9,44,21,39,0,0,9,6993,1,2,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201708,353060,2017,251110,71102,77110,7711000,8,9,44,19,37,0,0,2,31000,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35062,{с,13,{с,99,1,99,{с,29,99,,
2,201708,520890,2017,251110,74209,71111,7111100,1,9,44,19,46,0,0,9,3000,-1,1,3,1,0,4,52,{с c,{с c,{с c,{с c,0,5201,52002,{с,999,{с,99,999,99,{с,999,99,,
1,201708,520140,2017,251110,73202,72207,7220700,1,9,44,21,26,0,0,2,3070,1,2,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201709,230440,2017,251110,74306,71201,7120100,1,9,44,19,22,0,0,8,1144,1,1,0,1,0,2,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201709,240810,2017,251110,73202,72207,7220700,3,9,44,21,27,0,0,9,4405,-1,2,33,1,0,4,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
1,201709,261160,2017,251110,74209,71120,7112000,6,9,44,19,29,0,0,8,7055,1,2,0,1,0,2,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
2,201709,261160,2017,251110,74306,71201,7120100,7,9,40,19,36,0,0,9,4243,-1,2,43,1,0,4,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
1,201709,291080,2017,251110,74160,74901,7490103,2,9,44,19,38,0,0,9,2000,1,1,0,1,0,2,29,{с c,{с c,{с c,{с c,0,2903,29012,{с,999,{с,99,999,99,{с,999,99,,
1,201709,291072,2017,251110,74993,82113,8211300,4,9,44,19,24,0,0,8,3500,1,2,0,1,0,2,29,{с c,{с c,{с c,{с c,0,2907,29032,{с,999,{с,99,999,99,{с,999,99,,
1,201709,320530,2017,251110,74993,74901,7490199,5,9,44,19,27,0,0,8,2625,1,1,0,1,0,2,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
1,201709,320530,2017,251110,74993,74901,7490199,5,9,44,19,25,0,0,8,2625,1,1,0,1,0,2,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
1,201709,320530,2017,251110,74993,74901,7490199,5,9,44,19,29,0,0,8,2625,1,1,0,1,0,2,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
1,201709,320530,2017,251110,74993,74901,7490199,5,9,44,19,28,0,0,8,2625,1,1,0,1,0,2,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
1,201709,330455,2017,251110,73105,72100,7210000,2,9,44,21,38,0,0,2,4500,1,2,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201709,330455,2017,251110,73105,72100,7210000,2,9,44,21,40,0,0,2,1500,1,2,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201709,354990,2017,251110,73202,72207,7220700,3,9,44,21,37,0,0,2,3689,-1,1,42,1,0,4,35,9999,{с c,{с c,9999,0,3513,35050,{с,11,{с,99,7,99,{с,44,99,,
2,201709,351518,2017,251110,73202,72207,7220700,2,9,44,21,26,0,0,2,2700,-1,2,3,1,0,43,35,9999,{с c,{с c,9999,0,3507,35030,{с,4,{с,99,20,99,{с,30,99,,
2,201709,351518,2017,251110,73202,72207,7220700,2,9,44,21,28,0,0,2,2700,-1,2,3,1,0,43,35,9999,{с c,{с c,9999,0,3507,35030,{с,4,{с,99,20,99,{с,30,99,,
1,201709,421870,2017,251110,73202,72207,7220700,4,9,20,21,28,0,0,2,1460,1,2,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
1,201709,520870,2017,251110,74209,71197,7119799,4,9,44,19,52,0,0,9,4000,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201709,530010,2017,251110,74209,71120,7112000,3,9,22,19,26,0,0,8,469,1,2,0,1,0,2,53,{с c,{с c,{с c,{с c,1,5301,53001,{с,999,{с,99,999,99,{с,999,99,,
2,201710,230440,2017,251110,74306,71201,7120100,1,9,44,19,26,0,0,8,3120,-1,1,1,1,0,43,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201710,240810,2017,251110,73202,72207,7220700,3,9,44,21,30,0,0,9,4405,-1,2,30,1,0,4,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
2,201710,317100,2017,251110,1619,81303,8130300,1,9,44,25,29,0,0,9,4000,-1,2,17,1,0,6,31,{с c,{с c,{с c,{с c,0,3101,31002,{с,999,{с,99,999,99,{с,999,99,,
2,201710,320120,2017,251110,74209,71197,7119702,4,9,44,19,28,0,0,6,2656,-1,1,13,1,0,4,32,{с c,{с c,{с c,{с c,0,3204,32012,{с,999,{с,99,999,99,{с,999,99,,
1,201710,330455,2017,251110,73105,72100,7210000,2,9,44,21,30,0,0,2,6000,1,1,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201710,330455,2017,251110,73105,72100,7210000,2,9,44,21,38,0,0,2,4500,1,1,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201710,420420,2017,251110,74993,82113,8211300,1,9,44,19,34,0,0,2,3178,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
1,201710,420420,2017,251110,74993,82113,8211300,1,9,44,19,28,0,0,2,6968,1,1,0,1,0,1,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
2,201710,520140,2017,251110,73202,72207,7220700,1,9,44,21,26,0,0,2,3070,-1,2,2,1,0,11,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201710,530010,2017,251110,74209,71197,7119703,4,9,22,19,26,0,0,8,8500,-1,2,35,1,0,4,53,{с c,{с c,{с c,{с c,1,5301,53001,{с,999,{с,99,999,99,{с,999,99,,
2,201711,130260,2017,251110,45217,41204,4120400,4,9,30,15,22,0,0,8,1300,-1,2,4,1,0,4,13,{с c,{с c,{с c,{с c,0,1303,13007,{с,999,{с,99,999,99,{с,999,99,,
2,201711,130185,2017,251110,73202,72207,7220700,1,9,44,21,32,0,0,8,3000,-1,2,6,1,0,4,13,{с c,{с c,{с c,{с c,0,1303,13007,{с,999,{с,99,999,99,{с,999,99,,
2,201711,150140,2017,251110,73202,72207,7220700,9,9,44,21,47,0,0,8,10227,-1,1,56,1,0,4,15,{с c,{с c,{с c,{с c,0,1503,15007,{с,999,{с,99,999,99,{с,999,99,,
1,201711,231150,2017,251110,74209,71120,7112000,1,9,44,19,28,0,0,8,15000,1,2,0,1,0,25,23,{с c,9999,{с c,{с c,0,2305,23023,{с,999,{с,99,999,99,{с,999,99,,
2,201711,230440,2017,251110,74306,71201,7120100,1,9,44,19,31,0,0,8,3120,-1,2,6,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201711,292740,2017,251110,91995,94308,9430800,8,9,44,21,30,0,0,8,2004,1,2,0,1,0,25,29,{с c,{с c,{с c,{с c,0,2905,29021,{с,999,{с,99,999,99,{с,999,99,,
1,201711,317100,2017,251110,1619,81303,8130300,1,9,44,25,30,0,0,8,3500,1,1,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3101,31002,{с,999,{с,99,999,99,{с,999,99,,
2,201711,310620,2017,251110,73202,72207,7220700,1,9,44,21,43,0,0,2,3000,-1,1,4,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
1,201711,320120,2017,251110,74209,71197,7119702,4,9,44,19,25,0,0,9,3000,1,1,0,1,0,2,32,{с c,{с c,{с c,{с c,0,3204,32012,{с,999,{с,99,999,99,{с,999,99,,
1,201711,330455,2017,251110,45314,42219,4221903,7,9,44,15,35,0,0,9,4118,1,1,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201711,330455,2017,251110,45314,42219,4221903,7,9,44,15,33,0,0,9,4118,1,2,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201711,420420,2017,251110,74993,82113,8211300,1,9,44,19,34,0,0,2,2400,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
1,201711,420420,2017,251110,74993,82113,8211300,1,9,44,19,37,0,0,2,5364,1,2,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
1,201711,421870,2017,251110,73202,72207,7220700,4,9,22,21,28,0,0,2,1837,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
2,201711,421950,2017,251110,45314,42219,4221901,3,9,44,15,28,0,0,2,3500,-1,1,5,1,0,4,42,{с c,{с c,{с c,{с c,0,4201,42003,{с,999,{с,99,999,99,{с,999,99,,
2,201711,421870,2017,251110,73202,72207,7220700,4,9,44,21,31,0,0,2,3487,-1,1,20,1,0,4,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
2,201711,420460,2017,251110,80322,85325,8532500,9,9,40,23,34,0,0,2,4551,-1,1,45,1,0,4,42,{с c,{с c,{с c,{с c,0,4206,42019,{с,999,{с,99,999,99,{с,999,99,,
2,201711,420420,2017,251110,74993,82113,8211300,1,9,44,19,34,0,0,2,2400,-1,1,0,1,0,6,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
2,201711,420460,2017,251110,80322,85325,8532500,9,9,40,23,28,0,0,2,8359,-1,1,64,1,0,6,42,{с c,{с c,{с c,{с c,0,4206,42019,{с,999,{с,99,999,99,{с,999,99,,
2,201711,430700,2017,251110,73202,72207,7220700,4,9,44,21,34,0,0,2,2500,-1,1,6,1,0,4,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
2,201711,430700,2017,251110,73202,72207,7220700,4,9,44,21,30,0,0,2,3513,-1,1,9,1,0,4,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
2,201711,430700,2017,251110,73202,72207,7220700,4,9,44,21,23,0,0,2,1500,-1,2,19,1,0,4,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201711,520890,2017,251110,74209,71111,7111100,1,9,44,19,47,0,0,9,3000,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5201,52002,{с,999,{с,99,999,99,{с,999,99,,
2,201711,520870,2017,251110,73202,72207,7220700,4,9,30,21,28,0,0,2,2479,-1,2,13,1,0,6,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201712,291080,2017,251110,74160,74901,7490103,2,9,44,19,38,0,0,9,2000,-1,1,3,1,0,11,29,{с c,{с c,{с c,{с c,0,2903,29012,{с,999,{с,99,999,99,{с,999,99,,
2,201712,317100,2017,251110,1619,81303,8130300,1,9,44,25,26,0,0,9,3500,-1,1,6,1,0,4,31,{с c,{с c,{с c,{с c,0,3101,31002,{с,999,{с,99,999,99,{с,999,99,,
2,201712,317100,2017,251110,1619,81303,8130300,1,9,44,25,30,0,0,8,3500,-1,1,1,1,0,43,31,{с c,{с c,{с c,{с c,0,3101,31002,{с,999,{с,99,999,99,{с,999,99,,
2,201712,330455,2017,251110,45314,42219,4221903,7,9,44,15,35,0,0,9,4118,-1,1,1,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201712,330455,2017,251110,45314,42219,4221903,7,9,44,15,33,0,0,9,4118,-1,2,1,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201712,421870,2017,251110,73202,72207,7220700,4,9,22,21,29,0,0,2,1837,-1,1,6,1,0,4,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
2,201712,421870,2017,251110,73202,72207,7220700,4,9,44,21,26,0,0,2,2987,-1,1,35,1,0,4,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
2,201712,421870,2017,251110,73202,72207,7220700,4,9,34,21,33,0,0,2,5137,-1,2,34,1,0,4,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
2,201801,230440,2018,251110,73202,72207,7220700,1,9,44,21,23,0,0,8,1144,-1,1,11,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201801,230440,2018,251110,73202,72207,7220700,1,9,44,21,37,0,0,8,3120,-1,1,13,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201801,230440,2018,251110,73202,72207,7220700,1,9,44,21,24,0,0,8,1144,-1,1,12,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201801,310620,2018,251110,74993,74901,7490199,1,9,44,19,29,0,0,2,3800,-1,1,6,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
2,201801,352590,2018,251110,29211,28216,2821601,1,9,44,4,54,0,0,2,3552,-1,2,10,1,0,4,35,9999,{с c,{с c,9999,0,3512,35047,{с,4,{с,99,16,99,{с,22,99,,
2,201801,354990,2018,251110,73202,72207,7220700,2,9,44,21,25,0,0,4,2330,-1,1,34,1,0,4,35,9999,{с c,{с c,9999,0,3513,35050,{с,11,{с,99,7,99,{с,44,99,,
2,201801,352590,2018,251110,74128,69206,6920601,2,9,44,19,30,0,0,2,1850,-1,2,9,1,0,4,35,9999,{с c,{с c,9999,0,3512,35047,{с,4,{с,99,16,99,{с,22,99,,
2,201801,351518,2018,251110,73202,72207,7220700,3,9,44,21,28,0,0,2,2700,-1,2,2,1,0,4,35,9999,{с c,{с c,9999,0,3507,35030,{с,4,{с,99,20,99,{с,30,99,,
1,201801,355030,2018,251110,73202,72207,7220700,3,9,40,21,49,0,0,2,4354,1,2,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201801,421950,2018,251110,45217,41204,4120400,4,9,44,15,28,0,0,2,3000,1,1,0,1,0,1,42,{с c,{с c,{с c,{с c,0,4201,42003,{с,999,{с,99,999,99,{с,999,99,,
1,201801,520890,2018,251110,74209,71111,7111100,1,9,44,19,29,0,0,9,3000,1,1,0,1,0,1,52,{с c,{с c,{с c,{с c,0,5201,52002,{с,999,{с,99,999,99,{с,999,99,,
2,201802,130260,2018,251110,45217,41204,4120400,6,9,44,15,52,0,0,8,9790,-1,2,44,1,0,4,13,{с c,{с c,{с c,{с c,0,1303,13007,{с,999,{с,99,999,99,{с,999,99,,
2,201802,160030,2018,251110,52329,47814,4781400,3,9,44,16,24,0,0,9,1045,-1,2,3,1,0,11,16,{с c,{с c,{с c,{с c,0,1602,16003,{с,999,{с,99,999,99,{с,999,99,,
1,201802,221060,2018,251110,92525,91023,9102301,5,9,44,21,30,0,0,8,5000,1,1,0,1,0,2,22,{с c,{с c,{с c,{с c,0,2203,22011,{с,999,{с,99,999,99,{с,999,99,,
2,201802,231150,2018,251110,74209,71120,7112000,2,9,44,19,29,0,0,8,15000,-1,2,3,1,0,11,23,{с c,9999,{с c,{с c,0,2305,23023,{с,999,{с,99,999,99,{с,999,99,,
2,201802,250400,2018,251110,45217,41204,4120400,1,9,44,15,23,0,0,8,1874,-1,1,8,1,0,4,25,{с c,{с c,{с c,{с c,0,2503,25017,{с,999,{с,99,999,99,{с,999,99,,
2,201802,320120,2018,251110,74209,71197,7119702,4,9,44,19,25,0,0,9,3000,-1,1,3,1,0,11,32,{с c,{с c,{с c,{с c,0,3204,32012,{с,999,{с,99,999,99,{с,999,99,,
2,201802,330455,2018,251110,74209,71197,7119799,4,9,40,19,53,0,0,2,11858,-1,1,148,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201802,354340,2018,251110,72290,62015,6201501,3,9,40,19,22,0,0,2,3479,1,1,0,1,0,1,35,9999,{с c,{с c,9999,0,3502,35014,{с,10,{с,99,21,99,{с,37,99,,
2,201802,351060,2018,251110,73202,72207,7220700,3,9,44,21,38,0,0,2,3092,-1,1,18,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201802,351060,2018,251110,73202,72207,7220700,3,9,44,21,40,0,0,2,3092,-1,2,18,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201802,410690,2018,251110,45217,41204,4120400,5,9,44,15,23,0,0,2,2500,1,1,0,1,0,2,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201802,410690,2018,251110,45217,41204,4120400,5,9,10,15,38,0,0,4,1500,1,1,0,1,0,2,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201802,420420,2018,251110,74993,82113,8211300,2,9,44,19,29,0,0,2,3733,1,2,0,1,0,1,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
1,201802,421870,2018,251110,73202,72207,7220700,1,9,44,21,28,0,0,2,1211,1,1,0,1,0,25,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
2,201802,420420,2018,251110,74993,82113,8211300,2,9,44,19,31,0,0,2,4121,-1,1,12,1,0,4,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
1,201802,431440,2018,251110,73202,72207,7220700,1,9,44,21,28,0,0,9,3000,1,1,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4307,43033,{с,999,18,20,999,99,{с,999,99,,
1,201803,270430,2018,251110,45292,42235,4223500,7,9,44,15,46,0,0,8,2951,1,1,0,1,0,25,27,{с c,{с c,{с c,{с c,0,2703,27011,{с,999,{с,99,999,99,{с,999,99,,
2,201803,317100,2018,251110,90000,38114,3811400,2,9,44,14,31,0,0,8,3800,-1,1,13,1,0,4,31,{с c,{с c,{с c,{с c,0,3101,31002,{с,999,{с,99,999,99,{с,999,99,,
2,201803,310620,2018,251110,74993,74901,7490199,1,9,44,19,33,0,0,8,5000,-1,1,34,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
1,201803,330455,2018,251110,73105,72100,7210000,2,9,44,21,30,0,0,2,4500,1,1,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201803,330455,2018,251110,73105,72100,7210000,2,9,44,21,39,0,0,2,4500,-1,2,6,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201803,355030,2018,251110,63304,79112,7911200,6,9,40,19,23,0,0,2,3500,1,2,0,1,0,2,35,{с c,{с c,{с c,43,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201803,354990,2018,251110,73202,72207,7220700,2,9,44,21,37,0,0,2,3800,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3513,35050,{с,11,{с,99,7,99,{с,44,99,,
1,201803,355030,2018,251110,73202,72207,7220700,3,9,40,21,31,0,0,2,1314,1,2,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201803,420420,2018,251110,74993,82113,8211300,2,9,44,19,23,0,0,2,1600,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
2,201803,421950,2018,251110,74209,71120,7112000,3,9,44,19,38,0,0,2,3675,-1,1,13,1,0,6,42,{с c,{с c,{с c,{с c,0,4201,42003,{с,999,{с,99,999,99,{с,999,99,,
2,201803,420420,2018,251110,74993,82113,8211300,2,9,44,19,23,0,0,2,1600,-1,1,0,1,0,6,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
1,201803,431490,2018,251110,74128,69206,6920602,1,9,44,19,34,0,0,2,2500,1,1,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4305,43026,{с,999,11,12,999,99,{с,999,99,,
1,201804,130185,2018,251110,73202,72207,7220700,1,9,44,21,32,0,0,8,3000,1,1,0,1,0,2,13,{с c,{с c,{с c,{с c,0,1303,13007,{с,999,{с,99,999,99,{с,999,99,,
1,201804,240325,2018,251110,73202,72207,7220700,1,9,44,21,25,0,0,9,3000,1,1,0,1,0,1,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
1,201804,240810,2018,251110,74160,70204,7020400,2,9,44,19,27,0,0,8,2800,1,1,0,1,0,2,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
1,201804,240810,2018,251110,74160,70204,7020400,2,9,44,19,29,0,0,8,2700,1,2,0,1,0,2,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
1,201804,240810,2018,251110,74160,70204,7020400,2,9,44,19,26,0,0,8,2700,1,2,0,1,0,2,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
1,201804,250750,2018,251110,92525,91023,9102302,1,9,44,21,25,0,0,8,3500,1,2,0,1,0,1,25,{с c,{с c,{с c,{с c,0,2504,25022,{с,999,{с,99,999,99,{с,999,99,,
1,201804,261160,2018,251110,74209,71120,7112000,1,9,1,19,26,0,0,9,0,1,2,0,1,0,2,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
1,201804,261160,2018,251110,74209,71120,7112000,6,9,44,19,30,0,0,8,2100,1,1,0,1,0,2,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
1,201804,310620,2018,251110,74993,74901,7490199,3,9,1,19,62,0,0,9,0,1,2,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
1,201804,320120,2018,251110,74209,71197,7119702,4,9,44,19,22,0,0,2,3000,1,1,0,1,0,1,32,{с c,{с c,{с c,{с c,0,3204,32012,{с,999,{с,99,999,99,{с,999,99,,
1,201804,320530,2018,251110,74993,74901,7490199,6,9,44,19,30,0,0,2,2625,1,1,0,1,0,2,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
2,201804,320530,2018,251110,74993,74901,7490199,6,9,44,19,29,0,0,9,2625,-1,1,8,1,0,4,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
1,201804,330025,2018,251110,24112,20118,2011800,3,9,44,10,21,0,0,2,954,1,1,0,1,0,2,33,{с c,{с c,9999,{с c,0,3304,33010,99,999,{с,99,999,99,{с,999,99,,
1,201804,355030,2018,251110,74993,82997,8299799,6,9,44,19,24,0,0,2,4000,1,2,0,1,0,2,35,134,{с c,{с c,71,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201804,355030,2018,251110,74993,82997,8299799,6,9,44,19,29,0,0,8,4000,1,2,0,1,0,2,35,134,{с c,{с c,71,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201804,410690,2018,251110,74209,71197,7119702,1,9,44,19,32,0,0,2,2213,-1,2,59,1,0,4,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201804,421950,2018,251110,45314,42219,4221901,1,9,44,15,21,0,0,2,3000,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4201,42003,{с,999,{с,99,999,99,{с,999,99,,
1,201804,421870,2018,251110,73202,72207,7220700,4,9,44,21,38,0,0,9,3300,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
1,201804,421870,2018,251110,73202,72207,7220700,4,9,22,21,24,0,0,9,1650,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
1,201804,421870,2018,251110,73202,72207,7220700,4,9,44,21,30,0,0,9,3300,1,2,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
