Admitidos.Desligados,Competкncia.Declarada,Municнpio,Ano.Declarado,CBO.2002.Ocupaзгo,CNAE.1.0.Classe,CNAE.2.0.Classe,CNAE.2.0.Subclas,Faixa.Empr.Inнcio.Jan,Grau.Instruзгo,Qtd.Hora.Contrat,IBGE.Subsetor,Idade,Ind.Aprendiz,Ind.Portador.Defic,Raзa.Cor,Salбrio.Mensal,Saldo.Mov,Sexo,Tempo.Emprego,Tipo.Estab,Tipo.Defic,Tipo.Mov.Desagregado,UF,Bairros.SP,Bairros.Fortaleza,Bairros.RJ,Distritos.SP,Regiхes.Adm.DF,Mesorregiгo,Microrregiгo,Regiгo.Adm.RJ,Regiгo.Adm.SP,Regiгo.Corede,Regiгo.Corede.04,Regiгo.Gov.SP,Regiгo.Senac.PR,Regiгo.Senai.PR,Regiгo.Senai.SP,Sub.Regiгo.Senai.PR,Ind.Trab.Parcial,Ind.Trab.Intermitente
1,201701,530010,2017,251110,74209,71120,7112000,3,9,44,19,24,0,0,8,6000,1,1,0,1,0,2,53,{с c,{с c,{с c,{с c,6,5301,53001,{с,999,{с,99,999,99,{с,999,99,,
1,201702,230440,2017,251110,74306,71201,7120100,1,9,44,19,22,0,0,8,1100,1,1,0,1,0,1,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201702,317100,2017,251110,1619,81303,8130300,1,9,44,25,30,0,0,2,3500,1,1,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3101,31002,{с,999,{с,99,999,99,{с,999,99,,
2,201702,330455,2017,251110,92525,91023,9102301,3,9,44,21,38,0,0,2,5000,-1,2,5,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201702,330455,2017,251110,92525,91023,9102301,3,9,44,21,33,0,0,2,5000,-1,1,5,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201702,354990,2017,251110,73202,72207,7220700,3,9,44,21,33,0,0,2,2460,-1,2,34,1,0,4,35,9999,{с c,{с c,9999,0,3513,35050,{с,11,{с,99,7,99,{с,44,99,,
2,201702,351060,2017,251110,73202,72207,7220700,4,9,44,21,49,0,0,2,4872,-1,1,45,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201702,420210,2017,251110,74209,71120,7112000,3,9,41,19,29,0,0,2,3500,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4204,42013,{с,999,{с,99,999,99,{с,999,99,,
1,201702,420420,2017,251110,74993,82113,8211300,1,9,44,19,30,0,0,2,3120,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
1,201702,421870,2017,251110,73202,72207,7220700,4,9,24,21,29,0,0,2,1878,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
1,201702,431950,2017,251110,74209,71120,7112000,5,9,44,19,25,0,0,2,4320,1,2,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4305,43023,{с,999,19,21,999,99,{с,999,99,,
2,201702,520870,2017,251110,73202,72207,7220700,1,9,44,21,29,0,0,9,1800,-1,1,3,1,0,11,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201703,221070,2017,251110,74209,71197,7119702,2,9,44,19,26,0,0,8,3024,-1,1,15,1,0,4,22,{с c,{с c,{с c,{с c,0,2204,22015,{с,999,{с,99,999,99,{с,999,99,,
1,201703,230440,2017,251110,74306,71201,7120100,1,9,44,19,19,0,0,8,1100,1,1,0,1,0,2,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201703,230440,2017,251110,74306,71201,7120100,1,9,44,19,23,0,0,8,1100,1,1,0,1,0,2,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201703,230440,2017,251110,74306,71201,7120100,1,9,44,19,22,0,0,8,1100,1,1,0,1,0,2,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201703,230440,2017,251110,74306,71201,7120100,1,9,44,19,19,0,0,8,1100,1,1,0,1,0,2,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201703,230440,2017,251110,74306,71201,7120100,1,9,44,19,19,0,0,8,1100,1,1,0,1,0,2,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201703,240325,2017,251110,73202,72207,7220700,1,9,44,21,29,0,0,9,3000,1,2,0,1,0,2,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
2,201703,240810,2017,251110,73202,72207,7220700,3,9,44,21,25,0,0,9,4405,-1,2,26,1,0,6,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
2,201703,330455,2017,251110,92525,91023,9102301,3,9,44,21,40,0,0,2,8137,-1,2,51,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201703,330455,2017,251110,92525,91023,9102301,3,9,44,21,50,0,0,2,4926,-1,2,43,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201703,354990,2017,251110,73202,72207,7220700,3,9,44,21,28,0,0,8,4058,-1,1,8,1,0,4,35,9999,{с c,{с c,9999,0,3513,35050,{с,11,{с,99,7,99,{с,44,99,,
1,201703,352590,2017,251110,29211,28216,2821601,1,9,44,4,28,0,0,2,3200,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3512,35047,{с,4,{с,99,16,99,{с,22,99,,
2,201703,351060,2017,251110,73202,72207,7220700,4,9,44,21,40,0,0,2,6905,-1,1,56,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201703,351060,2017,251110,73202,72207,7220700,4,9,44,21,37,0,0,2,6504,-1,1,20,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201703,355030,2017,251110,73202,72207,7220700,3,9,40,21,27,0,0,2,1599,-1,1,15,1,0,6,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201703,420420,2017,251110,80314,85317,8531700,8,9,40,23,34,0,0,8,2610,1,2,0,1,0,1,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
1,201703,421950,2017,251110,74209,71120,7112000,2,9,44,19,37,0,0,2,3000,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4201,42003,{с,999,{с,99,999,99,{с,999,99,,
1,201703,430700,2017,251110,73202,72207,7220700,4,9,44,21,30,0,0,2,3500,1,1,0,1,0,1,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201703,520870,2017,251110,73202,72207,7220700,1,9,44,21,30,0,0,2,1250,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201703,520870,2017,251110,73202,72207,7220700,1,9,44,21,29,0,0,2,1250,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201704,150140,2017,251110,73202,72207,7220700,9,9,44,21,43,0,0,8,6319,-1,1,57,1,0,4,15,{с c,{с c,{с c,{с c,0,1503,15007,{с,999,{с,99,999,99,{с,999,99,,
2,201704,150140,2017,251110,73202,72207,7220700,9,9,44,21,36,0,0,8,6320,-1,2,32,1,0,4,15,{с c,{с c,{с c,{с c,0,1503,15007,{с,999,{с,99,999,99,{с,999,99,,
2,201704,230440,2017,251110,74306,71201,7120100,1,9,44,19,20,0,0,8,1100,-1,1,0,1,0,11,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201704,230440,2017,251110,74306,71201,7120100,1,9,44,19,23,0,0,8,1100,-1,1,0,1,0,11,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201704,230440,2017,251110,74306,71201,7120100,1,9,44,19,20,0,0,8,1100,-1,1,0,1,0,11,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201704,230440,2017,251110,74306,71201,7120100,1,9,44,19,19,0,0,8,1100,1,1,0,1,0,2,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201704,230440,2017,251110,74306,71201,7120100,1,9,44,19,19,0,0,8,1100,-1,1,0,1,0,11,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201704,240325,2017,251110,73202,72207,7220700,1,9,44,21,37,0,0,9,3000,1,1,0,1,0,2,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
1,201704,261160,2017,251110,74209,71120,7112000,2,9,44,19,27,0,0,2,1896,1,2,0,1,0,2,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
2,201704,330045,2017,251110,91995,94308,9430800,3,9,44,21,38,0,0,2,4637,-1,1,8,1,0,4,33,{с c,{с c,9999,{с c,0,3306,33018,99,999,{с,99,999,99,{с,999,99,,
2,201704,355240,2017,251110,15849,10945,1094500,8,9,44,13,27,0,0,2,2995,-1,1,51,1,0,4,35,9999,{с c,{с c,9999,0,3507,35032,{с,4,{с,99,15,99,{с,9,99,,
2,201704,351060,2017,251110,73202,72207,7220700,4,9,44,21,33,0,0,2,6504,-1,1,9,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201704,354990,2017,251110,73202,72207,7220700,3,9,44,21,38,0,0,2,2582,-1,1,46,1,0,4,35,9999,{с c,{с c,9999,0,3513,35050,{с,11,{с,99,7,99,{с,44,99,,
1,201704,355030,2017,251110,74993,82997,8299799,5,9,44,19,28,0,0,2,5500,1,2,0,1,0,2,35,134,{с c,{с c,71,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201704,355030,2017,251110,73202,72207,7220700,3,9,44,21,31,0,0,2,3537,1,2,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201704,410690,2017,251110,73202,72207,7220700,3,9,44,21,23,0,0,9,1675,-1,1,25,1,0,6,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
2,201704,430700,2017,251110,73202,72207,7220700,4,9,44,21,25,0,0,8,2500,-1,1,4,1,0,6,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201704,510340,2017,251110,74993,74901,7490199,2,9,44,19,28,0,0,8,2800,1,1,0,1,0,2,51,{с c,{с c,{с c,{с c,0,5104,51017,{с,999,{с,99,999,99,{с,999,99,,
1,201704,520753,2017,251110,13242,7243,724301,1,9,44,1,40,0,0,8,1350,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5201,52002,{с,999,{с,99,999,99,{с,999,99,,
1,201704,520753,2017,251110,13242,7243,724301,1,9,44,1,36,0,0,8,1350,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5201,52002,{с,999,{с,99,999,99,{с,999,99,,
1,201704,520753,2017,251110,13242,7243,724301,1,9,44,1,26,0,0,8,1350,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5201,52002,{с,999,{с,99,999,99,{с,999,99,,
1,201704,520753,2017,251110,13242,7243,724301,1,9,44,1,24,0,0,2,1350,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5201,52002,{с,999,{с,99,999,99,{с,999,99,,
2,201704,520870,2017,251110,73202,72207,7220700,1,9,44,21,30,0,0,2,1250,-1,1,0,1,0,6,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201704,520870,2017,251110,73202,72207,7220700,1,9,44,21,29,0,0,2,1250,-1,1,0,1,0,6,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201704,520870,2017,251110,74209,71197,7119702,1,9,44,19,28,0,0,8,950,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201704,520870,2017,251110,74209,71197,7119702,1,9,44,19,28,0,0,8,950,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201704,520870,2017,251110,74209,71197,7119702,1,9,44,19,26,0,0,2,950,1,2,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201704,520870,2017,251110,74209,71197,7119702,1,9,44,19,22,0,0,8,950,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201704,520870,2017,251110,74209,71197,7119702,1,9,44,19,26,0,0,8,950,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201704,520870,2017,251110,74209,71197,7119702,1,9,44,19,31,0,0,8,950,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201705,230440,2017,251110,74209,71197,7119702,4,9,44,19,25,0,0,2,3024,-1,2,10,1,0,4,23,{с c,40,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201705,230440,2017,251110,74993,82997,8299799,1,9,44,19,24,0,0,8,1800,-1,2,10,1,0,4,23,{с c,20,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201705,240325,2017,251110,73202,72207,7220700,1,9,44,21,37,0,0,9,3000,-1,1,2,1,0,11,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
2,201705,240325,2017,251110,73202,72207,7220700,1,9,44,21,29,0,0,9,3000,-1,2,1,1,0,11,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
2,201705,280030,2017,251110,74209,71120,7112000,3,9,44,19,25,0,0,8,3400,-1,2,9,1,0,6,28,{с c,{с c,{с c,{с c,0,2803,28011,{с,999,{с,99,999,99,{с,999,99,,
1,201705,320510,2017,251110,80993,85996,8599604,1,9,44,23,34,0,0,8,2000,1,1,0,1,0,2,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
2,201705,330455,2017,251110,73105,72100,7210000,2,9,44,21,33,0,0,2,3640,-1,1,4,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201705,353060,2017,251110,50105,45111,4511101,6,9,44,16,52,0,0,2,18246,-1,1,32,1,0,4,35,9999,{с c,{с c,9999,0,3515,35062,{с,13,{с,99,1,99,{с,29,99,,
1,201705,351060,2017,251110,73202,72207,7220700,4,9,44,21,49,0,0,2,3800,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201705,355030,2017,251110,40118,35115,3511501,1,9,40,14,48,0,0,2,5500,1,2,0,1,0,2,35,68,{с c,{с c,33,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201705,351518,2017,251110,73202,72207,7220700,2,9,44,21,25,0,0,2,2000,1,1,0,1,0,25,35,9999,{с c,{с c,9999,0,3507,35030,{с,4,{с,99,20,99,{с,30,99,,
1,201705,352590,2017,251110,74128,69206,6920601,1,9,44,19,29,0,0,2,1800,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3512,35047,{с,4,{с,99,16,99,{с,22,99,,
1,201705,420420,2017,251110,74993,82113,8211300,1,9,44,19,29,0,0,2,2823,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
2,201705,420460,2017,251110,80322,85325,8532500,9,9,40,23,35,0,0,2,4419,-1,2,24,1,0,11,42,{с c,{с c,{с c,{с c,0,4206,42019,{с,999,{с,99,999,99,{с,999,99,,
2,201705,420460,2017,251110,80322,85325,8532500,9,9,40,23,53,0,0,4,4419,-1,1,24,1,0,11,42,{с c,{с c,{с c,{с c,0,4206,42019,{с,999,{с,99,999,99,{с,999,99,,
1,201705,421950,2017,251110,45314,42219,4221901,3,9,44,15,27,0,0,2,3000,1,1,0,1,0,1,42,{с c,{с c,{с c,{с c,0,4201,42003,{с,999,{с,99,999,99,{с,999,99,,
1,201705,430700,2017,251110,73202,72207,7220700,4,9,44,21,33,0,0,2,2500,1,1,0,1,0,1,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201705,510340,2017,251110,74993,74901,7490199,2,9,44,19,27,0,0,8,2800,1,1,0,1,0,2,51,{с c,{с c,{с c,{с c,0,5104,51017,{с,999,{с,99,999,99,{с,999,99,,
2,201706,230440,2017,251110,74306,71201,7120100,1,9,44,19,21,0,0,8,1100,-1,1,2,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201706,230440,2017,251110,74306,71201,7120100,1,9,44,19,24,0,0,8,1100,-1,1,2,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201706,230440,2017,251110,74306,71201,7120100,1,9,44,19,22,0,0,8,1100,-1,1,2,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201706,230440,2017,251110,74306,71201,7120100,1,9,44,19,20,0,0,8,1100,-1,1,2,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201706,230440,2017,251110,74306,71201,7120100,1,9,44,19,31,0,0,8,1100,-1,1,2,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201706,230440,2017,251110,74306,71201,7120100,1,9,44,19,29,0,0,8,1100,-1,1,2,1,0,11,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201706,230440,2017,251110,74306,71201,7120100,1,9,44,19,26,0,0,8,3000,-1,2,2,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201706,230440,2017,251110,74306,71201,7120100,1,9,44,19,19,0,0,8,1100,-1,1,2,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201706,250400,2017,251110,45217,41204,4120400,9,9,44,15,23,0,0,8,1874,1,1,0,1,0,2,25,{с c,{с c,{с c,{с c,0,2503,25017,{с,999,{с,99,999,99,{с,999,99,,
2,201706,310620,2017,251110,74209,71120,7112000,8,9,44,19,27,0,0,8,2869,-1,1,2,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
2,201706,330455,2017,251110,92525,91023,9102301,3,9,40,21,47,0,0,2,7605,-1,2,37,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201706,410580,2017,251110,36110,31012,3101200,1,9,44,7,26,0,0,9,1780,-1,2,35,1,0,4,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201706,420460,2017,251110,80322,85325,8532500,9,9,40,23,37,0,0,2,4300,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42019,{с,999,{с,99,999,99,{с,999,99,,
2,201706,421870,2017,251110,73202,72207,7220700,4,9,44,21,39,0,0,2,3487,-1,1,12,1,0,4,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
1,201706,421870,2017,251110,73202,72207,7220700,4,9,28,21,32,0,0,2,1969,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
2,201706,421950,2017,251110,45314,42219,4221901,3,9,44,15,26,0,0,2,3180,-1,2,11,1,0,6,42,{с c,{с c,{с c,{с c,0,4201,42003,{с,999,{с,99,999,99,{с,999,99,,
2,201706,520870,2017,251110,74209,71197,7119702,1,9,44,19,28,0,0,8,950,-1,1,1,1,0,4,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201706,520870,2017,251110,74209,71197,7119702,1,9,44,19,28,0,0,8,950,-1,1,1,1,0,4,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201706,520870,2017,251110,74209,71197,7119702,1,9,44,19,26,0,0,2,950,-1,2,2,1,0,11,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201706,520870,2017,251110,74209,71197,7119702,1,9,44,19,22,0,0,8,950,-1,1,1,1,0,4,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201706,520870,2017,251110,74209,71197,7119702,1,9,44,19,26,0,0,8,950,-1,1,1,1,0,4,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201706,520870,2017,251110,74209,71197,7119702,1,9,44,19,32,0,0,8,950,-1,1,1,1,0,4,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201706,520890,2017,251110,74209,71111,7111100,1,9,44,19,30,0,0,9,3000,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5201,52002,{с,999,{с,99,999,99,{с,999,99,,
1,201706,520890,2017,251110,74209,71111,7111100,1,9,44,19,46,0,0,9,3000,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5201,52002,{с,999,{с,99,999,99,{с,999,99,,
2,201706,520970,2017,251110,73202,72207,7220700,1,9,44,21,34,0,0,2,950,-1,2,15,1,0,4,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201706,530010,2017,251110,74209,71197,7119703,4,9,44,19,35,0,0,2,7278,-1,2,27,1,0,4,53,{с c,{с c,{с c,{с c,1,5301,53001,{с,999,{с,99,999,99,{с,999,99,,
1,201707,130260,2017,251110,45217,41204,4120400,4,9,30,15,22,0,0,8,1300,1,2,0,1,0,2,13,{с c,{с c,{с c,{с c,0,1303,13007,{с,999,{с,99,999,99,{с,999,99,,
2,201707,261160,2017,251110,74209,71120,7112000,2,9,44,19,40,0,0,8,1896,-1,1,20,1,0,4,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
2,201707,261160,2017,251110,74209,71120,7112000,2,9,44,19,27,0,0,2,1896,-1,2,3,1,0,4,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
1,201707,317100,2017,251110,1619,81303,8130300,1,9,44,25,26,0,0,9,3500,1,1,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3101,31002,{с,999,{с,99,999,99,{с,999,99,,
1,201707,310620,2017,251110,73202,72207,7220700,1,9,44,21,43,0,0,2,3000,1,1,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
2,201707,320510,2017,251110,80993,85996,8599604,1,9,44,23,35,0,0,8,2000,-1,1,2,1,0,4,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
2,201707,330455,2017,251110,73105,72100,7210000,2,9,44,21,29,0,0,2,5054,-1,2,23,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201707,355030,2017,251110,74128,69206,6920601,3,9,44,19,54,0,0,9,3000,1,1,0,1,0,2,35,1325,{с c,{с c,69,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201707,355030,2017,251110,51519,46818,4681802,5,9,44,17,25,0,0,2,2752,-1,2,19,1,0,4,35,1302,{с c,{с c,72,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201707,355030,2017,251110,74209,71120,7112000,4,9,40,19,34,0,0,8,4912,-1,1,25,1,0,6,35,1748,{с c,{с c,60,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201707,421870,2017,251110,73202,72207,7220700,4,9,22,21,28,0,0,2,1837,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
1,201707,421870,2017,251110,73202,72207,7220700,4,9,44,21,31,0,0,2,3597,1,2,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
2,201707,430700,2017,251110,73202,72207,7220700,4,9,44,21,27,0,0,4,1164,-1,2,24,1,0,4,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
2,201707,520890,2017,251110,74209,71111,7111100,1,9,44,19,30,0,0,9,3000,-1,1,2,1,0,11,52,{с c,{с c,{с c,{с c,0,5201,52002,{с,999,{с,99,999,99,{с,999,99,,
2,201708,171610,2017,251110,67121,66304,6630400,3,9,44,19,37,0,0,8,2376,-1,1,22,1,0,4,17,{с c,{с c,{с c,{с c,0,1701,17004,{с,999,{с,99,999,99,{с,999,99,,
1,201708,230440,2017,251110,74306,71201,7120100,1,9,44,19,25,0,0,8,3120,1,1,0,1,0,2,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201708,230440,2017,251110,74306,71201,7120100,1,9,44,19,26,0,0,8,3000,-1,2,4,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201708,230440,2017,251110,74306,71201,7120100,1,9,44,19,24,0,0,8,3000,-1,1,4,1,0,4,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201708,261160,2017,251110,74209,71120,7112000,2,9,44,19,21,0,0,4,937,-1,1,10,1,0,4,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
1,201708,291080,2017,251110,74160,74901,7490103,2,9,44,19,29,0,0,9,3000,1,2,0,1,0,2,29,{с c,{с c,{с c,{с c,0,2903,29012,{с,999,{с,99,999,99,{с,999,99,,
1,201708,291080,2017,251110,74160,74901,7490103,2,9,44,19,26,0,0,9,3500,1,1,0,1,0,2,29,{с c,{с c,{с c,{с c,0,2903,29012,{с,999,{с,99,999,99,{с,999,99,,
1,201708,310620,2017,251110,73202,72207,7220700,1,9,44,21,28,0,0,8,3800,1,1,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
1,201708,310620,2017,251110,73202,72207,7220700,1,9,44,21,28,0,0,2,3800,1,1,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
1,201708,320530,2017,251110,74993,74901,7490199,5,9,44,19,28,0,0,9,2625,1,1,0,1,0,2,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
